doc_id,dominant_topic,confidence
1277,6,0.837618
1278,4,0.964166
1279,2,0.9821223
1280,3,0.60007435
1281,3,0.59804195
1282,2,0.5561407
1283,2,0.98277277
1284,6,0.9583703
1285,4,0.961309
1286,0,0.5093128
1287,0,0.8891766
1288,3,0.55699676
1289,3,0.5330032
1290,6,0.9544224
1291,6,0.96168864
1292,3,0.7257874
1293,3,0.6560055
1294,3,0.6599537
1295,2,0.94427556
1296,3,0.98209786
1297,3,0.9834996
1298,3,0.9820978
1299,3,0.72779906
1300,6,0.9616909
1301,3,0.6248898
1302,2,0.7387014
1303,0,0.9620112
1304,6,0.96169066
1305,3,0.66072005
1306,0,0.83545387
1307,4,0.9613074
1308,2,0.75489646
1309,6,0.95837086
1310,6,0.96451926
1311,6,0.83765477
1312,6,0.77945787
1313,5,0.9581809
1314,3,0.68626153
1315,0,0.96723676
1316,2,0.984466
1317,2,0.9839401
1318,0,0.5953158
1319,2,0.96738565
1320,6,0.43153295
1321,0,0.9587206
1322,3,0.9834996
1323,3,0.6231005
1324,7,0.8401763
1325,3,0.50293416
1326,3,0.6892584
1327,0,0.7170549
1328,3,0.6270909
1329,3,0.57403815
1330,5,0.9615131
1331,3,0.5350685
1332,7,0.58276826
1333,5,0.95421344
1334,7,0.95750046
1335,3,0.5755044
1336,5,0.9615132
1337,5,0.9615135
1338,5,0.84427756
1339,0,0.962013
1340,3,0.52477694
1341,3,0.55381763
1342,3,0.98349965
1343,7,0.62811095
1344,3,0.6563555
1345,0,0.5311088
1346,0,0.81104183
1347,3,0.60912645
1348,4,0.9641664
1349,3,0.7136882
1350,6,0.96169
1351,3,0.7628362
1352,3,0.8137129
1353,3,0.7170227
1354,0,0.9672349
1355,2,0.981424
1356,3,0.5602724
